,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,DOOR1SUM,UGASHERE,MONPOOL,RECBATH,MONTUB,FUELTUB,HEATHOME,DNTHEAT,THERMAIN,PROTHERM,EQUIPMUSE,TEMPHOME,TEMPGONE,TEMPNITE,EQUIPAUX,EQUIPAUXTYPE,FUELAUX,ATTCHEAT,GARGHEAT,MOISTURE,USEMOISTURE,AIRCOND,COOLTYPE,CENACHP,AGECENAC,THERMAINAC,PROTHERMAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,TEMPGONEAC,TEMPNITEAC,ATTCCOOL,GARGCOOL,NUMCFAN,NUMFLOORFAN,NUMWHOLEFAN,NUMATTICFAN,NOTMOIST,USENOTMOIST,H2OHEATAPT,WHEATAGE,WHEATSIZ,MORETHAN1H2O,FUELH2O2,LGTINNUM,LGTIN4,LGTINCAN,LGTINCFL,LGTINLED,LGTINCNTL,LGTOUTNUM,LGTOUTCNTL,AUDIT,AUDITCHG,EELIGHTS,FREEAUDIT,REBATEAPP,RECYCAPP,TAXCREDITAPP,BENOTHER,ESCWASH,ESDISHW,ESDRYER,ESFREEZE,ESFRIG,ESLIGHT,ESWATER,ESWIN,SMARTTHERM,ELPAY,NGPAY,LPGPAY,FOPAY,SMARTMETER,INTDATA,INTDATAACC,HHSEX,HHAGE,EMPLOYHH,SDESCENT,HOUSEHOLDER_RACE,EDUCATION,NHSLDMEM,NUMADULT,NUMCHILD,ATHOME,MONEYPY,ENERGYASST,ENERGYASST11,ENERGYASST12,ENERGYASST13,ENERGYASST14,ENERGYASST15,ENERGYASSTOTH,SCALEB,SCALEG,SCALEE,PAYHELP,NOHEATBROKE,NOHEATEL,NOHEATNG,NOHEATBULK,NOHEATDAYS,NOHEATHELP,COLDMA,NOACBROKE,NOACEL,NOACDAYS,NOACHELP,HOTMA,USEEL,ELWARM,ELCOOL,ELWATER,ELFOOD,ELOTHER,USENG,UGWARM,UGWATER,UGCOOK,UGOTH,USELP,LPWARM,LPWATER,LPCOOK,LPOTHER,USEFO,FOWARM,FOWATER,FOOTHER,USEWOOD,WOODLOGS,WDPELLET,WDOTHER,WDWARM,WDWATER,USESOLAR,SOLWATER,SOLOTHER,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,TOTUCSQFT,TOTUSQFT,CDD80,DBT1,ZWOODAMT,ZPELLETAMT,ZELAMOUNT,ZNGAMOUNT,ZFOAMOUNT,ZLPAMOUNT,REL_TOTALBTU,STUDIO_Yes,SWIMPOOL_Yes,ATTICFIN_Yes,BASEHEAT_Yes,CLIMATE_REGION_PUB_Cold/Very Cold,CLIMATE_REGION_PUB_Hot-Dry/Mixed-Dry,CLIMATE_REGION_PUB_Hot-Humid,CLIMATE_REGION_PUB_Marine,CLIMATE_REGION_PUB_Mixed-Humid,WINFRAME_Composite,WINFRAME_Fiberglass,WINFRAME_Metal (aluminum),WINFRAME_Vinyl,WINFRAME_Wood,IECC_CLIMATE_PUB_1A-2A,IECC_CLIMATE_PUB_2B,IECC_CLIMATE_PUB_3A,IECC_CLIMATE_PUB_3B-4B,IECC_CLIMATE_PUB_3C,IECC_CLIMATE_PUB_4A,IECC_CLIMATE_PUB_4C,IECC_CLIMATE_PUB_5A,IECC_CLIMATE_PUB_5B-5C,IECC_CLIMATE_PUB_6A-6B,IECC_CLIMATE_PUB_7A-7B-7AK-8AK,STORIES_Four or more stories,STORIES_One story,STORIES_Split-level,STORIES_Three stories,STORIES_Two stories,POOL_Yes,TYPEGLASS_Double-pane glass,TYPEGLASS_Single-pane glass,TYPEGLASS_Triple-pane glass,KOWNRENT_Occupied without payment of rent,KOWNRENT_Owned or being bought by someone in your household,KOWNRENT_Rented,ADQINSUL_Adequately insulated,ADQINSUL_Not insulated,ADQINSUL_Poorly insulated,ADQINSUL_Well insulated,"EQUIPM_Built-in electric units installed in walls, ceilings, baseboards, or floors",EQUIPM_Built-in floor/wall pipeless furnace,"EQUIPM_Built-in room heater burning gas, oil, or kerosene",EQUIPM_Central furnace,EQUIPM_Fireplace,EQUIPM_Heat pump,EQUIPM_Portable electric heaters,EQUIPM_Some other equipment,EQUIPM_Steam/hot water system with radiators or pipes,EQUIPM_Wood-burning stove (cordwood or pellets),DIVISION_ Pacific ,DIVISION_East North Central,DIVISION_East South Central,DIVISION_Middle Atlantic,DIVISION_Mountain North,DIVISION_Mountain South,DIVISION_New England,DIVISION_South Atlantic,DIVISION_West North Central,DIVISION_West South Central,FUELHEAT_Electricity,FUELHEAT_Fuel oil/kerosene,FUELHEAT_Natural gas from underground pipes,FUELHEAT_Not Applicable,FUELHEAT_Propane (bottled gas),FUELHEAT_Some other fuel,FUELHEAT_Wood (cordwood or pellets),HIGHCEIL_Yes,METROMICRO_METRO,METROMICRO_MICRO,METROMICRO_NONE,BASECOOL_Yes,YEARMADERANGE_1950 to 1959,YEARMADERANGE_1960 to 1969,YEARMADERANGE_1970 to 1979,YEARMADERANGE_1980 to 1989,YEARMADERANGE_1990 to 1999,YEARMADERANGE_2000 to 2009,YEARMADERANGE_2010 to 2015,YEARMADERANGE_Before 1950,PRKGPLC1_Yes,SIZEOFGARAGE_One-car garage,SIZEOFGARAGE_Three-or-more-car garage,SIZEOFGARAGE_Two-car garage,REGIONC_Midwest,REGIONC_Northeast,REGIONC_South,REGIONC_West,ROOFTYPE_Ceramic or clay tiles,ROOFTYPE_Concrete tiles,ROOFTYPE_Metal,ROOFTYPE_Other,ROOFTYPE_Shingles (composition or asphalt)) ,ROOFTYPE_Slate or synthetic shake,ROOFTYPE_Wood shingles/shakes,WALLTYPE_0ther,WALLTYPE_Brick,WALLTYPE_Concrete or concrete block,WALLTYPE_Shingle (composition),WALLTYPE_Siding,WALLTYPE_Stone,WALLTYPE_Stucco,WALLTYPE_Wood,CELLAR_Yes,OCCUPYYRANGE_1950 to 1959,OCCUPYYRANGE_1960 to 1969,OCCUPYYRANGE_1970 to 1979,OCCUPYYRANGE_1980 to 1989,OCCUPYYRANGE_1990 to 1999,OCCUPYYRANGE_2000 to 2009,OCCUPYYRANGE_2010 to 2015,OCCUPYYRANGE_Before 1950,FUELH2O_Electricity,FUELH2O_Fuel oil/kerosene,FUELH2O_Natural gas from underground pipes,FUELH2O_Propane (bottled gas),FUELH2O_Solar,FUELH2O_Some other fuel,FUELH2O_Wood (cordwood or pellets) ,BASEFIN_Yes,EQUIPAGE_10 to 14 years old,EQUIPAGE_15 to 19 years old,EQUIPAGE_2 to 4 years old,EQUIPAGE_20 years old,EQUIPAGE_5 to 9 years old,EQUIPAGE_Less than 2 years old,DRAFTY_All the time,DRAFTY_Most of the time,DRAFTY_Never,DRAFTY_Some of the time,UATYP10_C,UATYP10_R,UATYP10_U,WINDOWS_50,WINDOWS_ 30 or more,WINDOWS_1 to 2,WINDOWS_10 to 15,"WINDOWS_16 to 19, 50:20 to 29",WINDOWS_3 to 5,WINDOWS_6 to 9,FUELPOOL_Electricity,FUELPOOL_Fuel oil/kerosene,FUELPOOL_Natural gas from underground pipes,FUELPOOL_Propane (bottled gas),FUELPOOL_Solar,ATTIC_Yes,TYPEHUQ_Apartment in a building with 2 to 4 units,TYPEHUQ_Apartment in a building with 5 or more units,TYPEHUQ_Mobile home,TYPEHUQ_Single-family detached house,TYPEHUQ_single- family attached house
4643,2,1,0,2,4,0,1,-2,0,-2,-2,1,-2,1,0,2,71,68,64,0,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,1,41,2,70,70,-2,-2,0,3,-2,-2,0,-2,1,2,2,0,-2,2,3,4,2,4,0,-2,-2,1,1,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,0,0,1,1,-2,-2,0,-2,-2,2,35,0,0,1,1,3,2,1,5,2,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,180,720,720,540,0,0,85.8,-2,-2,0,0,-2,-2,50131.013,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4644,3,1,0,3,6,0,1,-2,0,-2,-2,1,-2,0,-2,1,72,72,72,0,-2,-2,-2,-2,1,3,1,2,-2,-2,-2,-2,-2,1,41,1,76,76,-2,-2,1,5,-2,-2,0,-2,2,3,-2,-2,-2,1,16,2,4,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,1,0,1,0,-2,1,2,-2,-2,0,-2,-2,1,30,1,0,1,2,2,2,0,2,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,234,1402,1402,1168,0,0,85.8,-2,-2,0,1,-2,-2,27976.747,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4645,2,1,1,3,5,1,0,-2,0,-2,-2,1,-2,1,0,1,64,57,57,0,-2,-2,0,0,0,-2,1,1,1,3,1,1,1,-2,-2,-2,70,70,0,0,3,0,0,0,0,-2,-2,1,1,0,-2,2,1,0,1,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,0,0,0,0,0,1,-2,1,-2,0,-2,-2,2,76,0,0,1,3,1,1,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1127,1127,1127,250,250,236,91.1,-2,-2,0,-2,-2,1,11979.778000000002,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
4646,4,2,1,4,8,1,1,-2,0,-2,-2,1,-2,1,0,1,70,70,70,1,3,1,0,0,0,-2,1,1,0,2,1,0,1,-2,-2,-2,72,72,0,0,1,0,0,1,0,-2,-2,3,2,0,-2,2,6,4,3,0,0,1,0,0,-2,0,0,0,0,0,0,0,1,0,-2,1,0,0,0,0,1,1,-2,-2,-9,-9,-9,1,61,1,0,1,2,2,2,0,0,6,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,3908,3908,3908,400,400,11,87.5,-2,-2,0,0,-2,-2,133021.996,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4647,3,2,1,5,8,0,1,-2,0,-2,-2,1,-2,1,1,1,69,69,69,0,-2,-2,-2,0,0,-2,1,1,0,41,1,1,1,-2,-2,-2,70,70,-2,0,5,0,0,0,0,-2,-2,1,3,0,-2,3,13,0,4,0,0,1,1,0,-2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,-2,-2,0,-2,-2,1,46,1,0,1,3,4,4,0,3,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,2900,2900,2900,400,400,0,88.3,-2,-2,0,0,-2,-2,105911.237,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4648,2,1,0,5,7,0,0,-2,0,-2,-2,1,-2,1,0,1,72,72,72,0,-2,-2,-2,-2,0,-2,1,1,0,3,1,0,1,-2,-2,-2,70,70,-2,-2,0,0,-2,-2,0,-2,2,1,-2,-2,-2,1,3,0,1,0,0,-2,-2,-9,-9,-2,-2,-2,-2,-2,-2,0,-2,0,-2,0,1,0,1,0,1,-2,-2,-2,0,-2,-2,2,29,1,0,1,4,2,2,0,3,6,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1176,1176,1176,0,0,0,88.5,-2,-2,0,-2,-2,-2,18744.785,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4649,2,2,0,1,3,0,0,-2,0,-2,-2,1,-2,1,1,1,72,68,72,1,1,5,-2,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,1,1,2,1,5,1,4,0,1,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,1,0,0,0,1,-2,-2,-2,1,-9,-9,1,29,1,1,1,4,3,2,1,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,1024,1024,1024,0,358,93.2,-2,-2,0,-2,-2,-2,18565.609,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4650,3,2,0,2,5,0,1,-2,0,-2,-2,1,-2,1,0,4,68,68,68,0,-2,-2,0,0,0,-2,1,1,0,42,1,0,4,-2,-2,-2,75,75,0,0,5,1,0,0,0,-2,-2,41,2,0,-2,3,3,2,0,0,0,2,0,0,-2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,-2,-2,0,-2,-2,1,45,1,0,1,4,4,2,2,0,4,0,-2,-2,-2,-2,-2,-2,3,0,2,0,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1720,1720,1720,400,400,173,93.4,-2,-2,0,0,-2,-2,76151.54499999998,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
4651,6,3,1,8,14,1,1,-2,0,-2,-2,1,-2,1,0,1,68,65,68,1,4,7,0,0,1,4,1,1,0,3,1,0,1,-2,-2,-2,78,75,0,0,5,2,0,1,1,4,-2,2,3,0,-2,2,4,1,0,0,0,2,0,-9,-9,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,-2,-2,0,-2,-2,1,48,1,0,1,4,4,2,2,5,8,0,-2,-2,-2,-2,-2,-2,1,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3044,3044,4880,2236,2236,158,91.4,1,1,0,0,-2,-2,17787.836000000003,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
4652,2,1,0,2,4,0,0,-2,0,-2,-2,1,-2,1,1,1,78,60,65,0,-2,-2,-2,0,0,-2,1,1,0,2,1,1,1,-2,-2,-2,70,70,-2,0,2,2,0,0,0,-2,-2,2,3,0,-2,1,2,2,2,2,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,1,0,0,0,1,-2,-2,-2,0,-2,-2,2,58,0,1,1,1,2,2,0,5,1,0,-2,-2,-2,-2,-2,-2,0,0,3,0,0,0,0,0,-2,-2,1,0,1,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,734,734,734,250,250,594,97.2,-2,-2,0,-2,-2,-2,48390.123,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
4653,3,2,0,3,6,1,1,-2,0,-2,-2,1,-2,1,1,2,65,65,68,0,-2,-2,-2,0,1,8,1,1,0,3,1,1,2,-2,-2,-2,70,70,-2,0,3,0,0,0,1,12,-2,3,2,0,-2,2,2,4,2,0,0,1,0,0,-2,0,0,0,0,0,0,-9,-9,-9,-2,-9,-9,-9,-9,0,1,1,-2,-2,0,-2,-2,2,55,1,1,1,2,6,4,2,3,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1296,1296,1728,832,832,0,88.2,-2,-2,0,0,-2,-2,80660.96300000002,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4654,2,1,0,3,5,1,1,-2,0,-2,-2,1,-2,1,0,2,69,66,67,0,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,-2,-2,5,3,0,-2,2,7,3,3,0,0,3,1,0,-2,-9,-9,-9,-9,-9,-9,0,0,1,-2,1,1,1,0,0,1,1,-2,-2,1,-9,-9,1,58,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,1356,1356,1356,0,0,67.7,-2,-2,0,0,-2,-2,108510.638,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4655,3,1,0,3,6,0,1,-2,0,-2,-2,1,-2,1,0,2,65,65,69,0,-2,-2,-2,-2,1,12,1,2,-2,-2,-2,-2,-2,1,3,2,72,72,-2,-2,1,1,0,0,0,-2,-2,41,3,0,-2,1,2,2,0,4,0,1,1,-9,-9,-2,-2,-2,-2,-2,-2,0,-2,0,0,0,0,1,0,0,1,1,-2,-2,1,1,0,2,58,1,0,1,2,1,1,0,0,3,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,206,1653,2073,1867,420,0,88.8,-2,-2,0,0,-2,-2,84264.709,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4656,2,1,0,3,5,6,0,-2,0,-2,-2,1,-2,1,1,1,65,65,70,0,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,3,3,4,72,72,-2,-2,1,0,-2,-2,0,-2,2,3,-2,-2,-2,1,8,2,0,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,1,0,1,-9,0,1,-2,-2,2,-9,-9,-9,2,51,0,0,1,4,5,3,2,5,1,0,-2,-2,-2,-2,-2,-2,2,0,0,-2,0,1,0,0,10,0,0,0,0,-2,-2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,-2,-2,0,0,0,0,0,668,1113,1113,445,0,16,87.5,-2,-2,0,-2,1,-2,21499.205,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4657,5,3,0,4,9,1,1,-2,0,-2,-2,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,3,0,0,-2,-2,2,2,0,-2,1,5,0,0,1,0,1,0,0,-2,-9,-9,-9,-9,-9,0,-2,0,-2,-2,1,1,1,1,-2,1,1,-2,-2,-9,-9,0,2,68,0,1,1,1,3,2,1,1,2,0,-2,-2,-2,-2,-2,-2,0,2,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,1720,2120,2120,203,98.4,-2,-2,0,0,-2,-2,12131.413,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
