Unnamed: 0,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration,K,Z,sigma_ed,sigma_iid,timestamp
12,0.6669867854947756,472.8641159599647,23982.492999988608,169909616655,5,100,1.7,10,18-03-26-170348
13,0.7384373079287031,536.8523109937087,23860.732898232527,168731850410,5,100,1.7,10,18-03-26-170348
14,0.7595651505838967,459.5546700293198,23577.002089936286,168530039609,5,100,1.7,10,18-03-26-170348
15,0.7185387215734481,467.01281494461,23436.24874309171,168579821590,5,100,1.7,10,18-03-26-170348
16,0.722380147510756,421.20740201789886,23614.571746904403,167284841271,5,100,1.7,10,18-03-26-170348
17,0.7302550706822373,516.1739630857483,23639.69332294073,168684063026,5,100,1.7,10,18-03-26-170348
18,0.7520743700061463,508.8576909620315,23926.115496899,168808023710,5,100,1.7,10,18-03-26-170348
19,0.7462738168408113,487.7337170764804,23363.100282964297,168639433696,5,100,1.7,10,18-03-26-170348
20,0.7375921942224954,508.95782303996384,23183.903409168124,170375993697,5,100,1.7,10,18-03-26-170348
21,0.732521511985249,544.3909899331629,23784.09781109076,169792674923,5,100,1.7,10,18-03-26-170348
22,0.7385525507068224,505.99787500686944,21642.96170999296,167418254457,5,100,1.7,10,18-03-26-170348
23,0.7483097725875845,551.4602699549869,23151.54643310234,169193675324,5,100,1.7,10,18-03-26-170348
24,0.7417409342347879,522.9029000038281,23530.4761629086,167591826740,5,100,1.7,10,18-03-26-170348
0,0.1115550092194222,616.8148629367352,23603.057141182944,155000468058,5,60,1.7,6,20-03-26-114336
1,0.2085125998770743,498.9218560513109,24544.822443975136,154551542501,5,60,1.7,6,20-03-26-114336
2,0.2336739397664413,524.0200432017446,22967.24444348365,155282282669,5,60,1.7,6,20-03-26-114336
3,0.3064689612784265,534.1408310923725,22773.092842195183,154981556625,5,60,1.7,6,20-03-26-114336
4,0.2838813767670559,499.6016891673207,23690.721074817706,156385777313,5,60,1.7,6,20-03-26-114336
5,0.328480331899201,511.7442549671978,24261.83454110287,154558987980,5,60,1.7,6,20-03-26-114336
6,0.3322833435771358,515.0889989454299,23794.466397026557,155520753909,5,60,1.7,6,20-03-26-114336
7,0.3597495390288875,526.8435790203512,22124.71546302549,154495815673,5,60,1.7,6,20-03-26-114336
8,0.3219114935464044,554.8557720612735,23265.462438808758,157414761136,5,60,1.7,6,20-03-26-114336
9,0.4020052243392747,509.12901596166193,22882.514747790992,154149203194,5,60,1.7,6,20-03-26-114336
10,0.3127304855562385,555.415557930246,24566.2707129959,155992695868,5,60,1.7,6,20-03-26-114336
11,0.4215964966195452,530.3129160311073,23210.12819511816,155540283554,5,60,1.7,6,20-03-26-114336
12,0.3514520590043024,516.2669699639082,23499.490809161216,154676189593,5,60,1.7,6,20-03-26-114336
13,0.4322372464658881,405.0308249425143,22651.02842007764,152101507138,5,60,1.7,6,20-03-26-114336
14,0.38759987707437,480.6058940012008,22579.13685729727,154425919838,5,60,1.7,6,20-03-26-114336
15,0.4508297480024585,530.1508919801563,22503.685135161504,154441356722,5,60,1.7,6,20-03-26-114336
16,0.4174477566072526,498.0627519544214,23539.653879823163,153991761800,5,60,1.7,6,20-03-26-114336
17,0.4477566072526122,501.3167320284993,22533.979980042204,155706527455,5,60,1.7,6,20-03-26-114336
18,0.3852181929932391,495.3017309308052,23019.50664795004,154903147828,5,60,1.7,6,20-03-26-114336
19,0.4803318992009834,490.8849950879812,24884.09461383708,154205245622,5,60,1.7,6,20-03-26-114336
20,0.4303933620159803,486.364918993786,22836.22879302129,154797467377,5,60,1.7,6,20-03-26-114336
21,0.4449907805777504,460.6172200292349,22967.10297325626,153753159899,5,60,1.7,6,20-03-26-114336
22,0.4234019668100799,548.9980590064079,23705.08228172548,154587235467,5,60,1.7,6,20-03-26-114336
23,0.4751843884449908,494.1344989929348,22422.87469701841,157633804675,5,60,1.7,6,20-03-26-114336
24,0.4508681622618316,525.9324598591775,22817.311939084902,154447217718,5,60,1.7,6,20-03-26-114336
0,0.1881914566687154,660.1851099403575,4348.1468291720375,152026251186,5,100,1000.0,3,18-03-26-155502
1,0.2070144437615242,520.4284948995337,4184.876751853153,152544195559,5,100,1000.0,3,18-03-26-155502
2,0.2231100184388445,523.4111889731139,3957.9340900527313,153453610772,5,100,1000.0,3,18-03-26-155502
3,0.2485018438844499,515.8715469297022,3823.577239993028,151727936139,5,100,1000.0,3,18-03-26-155502
4,0.2537645974185618,594.1120709758252,3771.5340530266985,153273251124,5,100,1000.0,3,18-03-26-155502
5,0.270858942839582,499.9980260618031,3740.541433915496,153425309656,5,100,1000.0,3,18-03-26-155502
6,0.2771204671173939,516.2193540018052,3784.845519112423,154410238152,5,100,1000.0,3,18-03-26-155502
7,0.2897587584511371,501.5226328978315,3714.8254212224856,151692297475,5,100,1000.0,3,18-03-26-155502
8,0.2957129686539643,517.3606260214001,3806.295515038073,151271691130,5,100,1000.0,3,18-03-26-155502
9,0.2907575291948371,495.0271249981597,3952.2483431501314,153323750200,5,100,1000.0,3,18-03-26-155502
10,0.2972111247695144,465.37894499488175,4020.6402940675616,151852043448,5,100,1000.0,3,18-03-26-155502
11,0.30089889366933,521.090458962135,4200.825765961781,152483662465,5,100,1000.0,3,18-03-26-155502
12,0.2982483097725876,504.4559130910784,4031.770700938068,153221921701,5,100,1000.0,3,18-03-26-155502
13,0.2942532267977873,489.5332760643214,3938.254487817176,152798332086,5,100,1000.0,3,18-03-26-155502
14,0.2921404425322679,483.6454669712112,3843.746685073711,150789640235,5,100,1000.0,3,18-03-26-155502
