Round,ClientID,ClientAccuracy,ClientTrainingTime,K,Z,sigma_ed,sigma_iid,timestamp
11,client1,0.5360185028487617,6905.579796992242,5,30,1000.0,10,02-03-26-211419
11,client9,0.3816603302502411,7678.589931922033,5,30,1000.0,10,02-03-26-211419
12,client5,0.4721250423202798,7449.4090711232275,5,30,1000.0,10,02-03-26-211419
12,client17,0.6857223159078134,6569.418381201103,5,30,1000.0,10,02-03-26-211419
12,client13,0.3663388466696468,8579.292378854007,5,30,1000.0,10,02-03-26-211419
12,client1,0.6356969594404016,6725.6873291917145,5,30,1000.0,10,02-03-26-211419
12,client9,0.6578902570504455,7075.820523081347,5,30,1000.0,10,02-03-26-211419
13,client5,0.7523417221532558,7408.917638007551,5,30,1000.0,10,02-03-26-211419
13,client17,0.7551433389544688,6588.845137972385,5,30,1000.0,10,02-03-26-211419
13,client13,0.7647518998658919,8573.123735142872,5,30,1000.0,10,02-03-26-211419
13,client1,0.7523551644384272,6916.067430982366,5,30,1000.0,10,02-03-26-211419
13,client9,0.7449355955285706,7283.850688952953,5,30,1000.0,10,02-03-26-211419
14,client5,0.7896399954858369,7439.950329950079,5,30,1000.0,10,02-03-26-211419
14,client17,0.8001686340640809,6445.512581150979,5,30,1000.0,10,02-03-26-211419
14,client13,0.8074430040232454,8682.297049090266,5,30,1000.0,10,02-03-26-211419
14,client1,0.8031251762847633,6879.21286909841,5,30,1000.0,10,02-03-26-211419
14,client9,0.7923736026783181,7174.9323008116335,5,30,1000.0,10,02-03-26-211419
15,client5,0.8014896738517098,7195.012765005231,5,30,1000.0,10,02-03-26-211419
15,client17,0.7821247892074199,6711.944408016279,5,30,1000.0,10,02-03-26-211419
15,client13,0.8109074653553867,8376.308346167207,5,30,1000.0,10,02-03-26-211419
15,client1,0.8004738534438991,6944.664980983362,5,30,1000.0,10,02-03-26-211419
15,client9,0.8018498553027293,7207.114348886535,5,30,1000.0,10,02-03-26-211419
16,client5,0.7847308430199752,7267.675061011687,5,30,1000.0,10,02-03-26-211419
16,client17,0.7694772344013491,6816.576935118064,5,30,1000.0,10,02-03-26-211419
16,client13,0.8234242288779615,8532.077251002192,5,30,1000.0,10,02-03-26-211419
16,client1,0.8072995994810177,7112.619773950428,5,30,1000.0,10,02-03-26-211419
16,client9,0.777676899506327,7094.553384929895,5,30,1000.0,10,02-03-26-211419
17,client5,0.7692134070646653,7439.976886147633,5,30,1000.0,10,02-03-26-211419
17,client17,0.8143901068015739,6665.976746939123,5,30,1000.0,10,02-03-26-211419
17,client13,0.8178363880196692,8890.662760939449,5,30,1000.0,10,02-03-26-211419
17,client1,0.8091047554577763,6830.769006861374,5,30,1000.0,10,02-03-26-211419
17,client9,0.8005447426658344,9291.64926498197,5,30,1000.0,10,02-03-26-211419
18,client5,0.7649813790768536,7482.07146092318,5,30,1000.0,10,02-03-26-211419
18,client17,0.8019673974142777,6746.078736148775,5,30,1000.0,10,02-03-26-211419
18,client13,0.819456861868574,8279.156450880691,5,30,1000.0,10,02-03-26-211419
18,client1,0.8223613696620974,6749.693020014092,5,30,1000.0,10,02-03-26-211419
18,client9,0.7953242921182545,9230.08542181924,5,30,1000.0,10,02-03-26-211419
19,client5,0.759846518451642,7022.68027397804,5,30,1000.0,10,02-03-26-211419
19,client17,0.8109612141652613,6852.33033192344,5,30,1000.0,10,02-03-26-211419
19,client13,0.795987930263746,8433.421599911526,5,30,1000.0,10,02-03-26-211419
19,client1,0.8005302645681729,6743.99689398706,5,30,1000.0,10,02-03-26-211419
19,client9,0.784315950746184,6933.266153093427,5,30,1000.0,10,02-03-26-211419
20,client5,0.7347929127637964,7701.072158059105,5,30,1000.0,10,02-03-26-211419
20,client17,0.7636312535132097,6844.558935146779,5,30,1000.0,10,02-03-26-211419
20,client13,0.7950938757264193,8683.208719128743,5,30,1000.0,10,02-03-26-211419
